venue,format,matches,completed_matches,no_results,ties,draws,batting_first_matches,batting_first_wins,batting_first_win_pct,bowling_first_matches,bowling_first_wins,bowling_first_win_pct,innings_count,total_runs,first_innings_count,first_innings_total_runs,second_innings_count,second_innings_total_runs,total_bowler_wickets,fast_wickets,medium_wickets,off_spin_wickets,leg_spin_wickets,unknown_wickets,avg_score,max_score,min_score,avg_first_innings_score,max_first_innings_score,min_first_innings_score,avg_second_innings_score,max_second_innings_score,min_second_innings_score,fast_wicket_pct,medium_wicket_pct,off_spin_wicket_pct,leg_spin_wicket_pct,pace_wicket_pct,spin_wicket_pct
Subrata Roy Sahara Stadium,T20,17,17,0,0,0,10,10,100.0,7,7,100.0,34,4843,17,2548,17,2295,194,0,0,0,0,194,142.44,187,99,149.88,187,99,135.0,170,100,0.0,0.0,0.0,0.0,0.0,0.0
"Sunrise Sports Club, Harare",ODI,1,1,0,0,0,1,1,100.0,0,0,0.0,2,276,1,195,1,81,16,0,0,0,0,16,138.0,195,81,195.0,195,195,81.0,81,81,0.0,0.0,0.0,0.0,0.0,0.0
SuperSport Park,ODI,34,32,2,0,0,12,12,100.0,20,20,100.0,66,15366,34,8544,32,6822,463,0,0,0,0,463,232.82,392,118,251.29,392,118,213.19,319,119,0.0,0.0,0.0,0.0,0.0,0.0
SuperSport Park,T20,24,23,1,0,0,12,12,100.0,11,11,100.0,47,7348,24,3932,23,3416,279,0,0,0,0,279,156.34,241,100,163.83,241,105,148.52,226,100,0.0,0.0,0.0,0.0,0.0,0.0
SuperSport Park,Test,16,15,0,0,1,8,8,100.0,7,7,100.0,56,15659,16,5227,16,5457,514,0,0,0,0,514,279.62,621,101,326.69,552,136,341.06,621,156,0.0,0.0,0.0,0.0,0.0,0.0
"SuperSport Park, Centurion",ODI,12,11,1,0,0,5,5,100.0,6,6,100.0,24,5769,12,3180,12,2589,160,0,0,0,0,160,240.38,416,11,265.0,416,125,215.75,345,11,0.0,0.0,0.0,0.0,0.0,0.0
"SuperSport Park, Centurion",T20,70,65,4,1,0,27,27,100.0,38,38,100.0,138,21314,70,11399,68,9915,802,0,0,0,0,802,154.45,259,7,162.84,258,33,145.81,259,7,0.0,0.0,0.0,0.0,0.0,0.0
"SuperSport Park, Centurion",Test,4,4,0,0,0,2,2,100.0,2,2,100.0,15,3401,4,1125,4,1118,147,0,0,0,0,147,226.73,408,116,281.25,342,211,279.5,408,197,0.0,0.0,0.0,0.0,0.0,0.0
"Surrey Village, Maggona",T20,7,7,0,0,0,2,2,100.0,5,5,100.0,14,1648,7,913,7,735,92,0,0,0,0,92,117.71,180,62,130.43,180,62,105.0,144,66,0.0,0.0,0.0,0.0,0.0,0.0
"Svanholm Park, Brondby",T20,24,24,0,0,0,10,10,100.0,14,14,100.0,48,6229,24,3495,24,2734,324,0,0,0,0,324,129.77,203,30,145.62,203,77,113.92,192,30,0.0,0.0,0.0,0.0,0.0,0.0
Sydney Cricket Ground,ODI,49,45,4,0,0,28,28,100.0,17,17,100.0,96,23251,49,13049,47,10202,698,0,0,0,0,698,242.2,408,6,266.31,408,30,217.06,338,6,0.0,0.0,0.0,0.0,0.0,0.0
Sydney Cricket Ground,T20,102,94,4,4,0,48,48,100.0,46,46,100.0,209,29456,102,15871,99,13519,1260,0,0,0,0,1260,140.94,221,1,155.6,221,32,136.56,206,41,0.0,0.0,0.0,0.0,0.0,0.0
Sydney Cricket Ground,Test,25,18,0,0,7,8,8,100.0,10,10,100.0,93,28616,25,9561,25,9270,757,0,0,0,0,757,307.7,705,6,382.44,705,127,370.8,659,155,0.0,0.0,0.0,0.0,0.0,0.0
Sydney Parade,T20,2,2,0,0,0,2,2,100.0,0,0,0.0,4,573,2,345,2,228,16,0,0,0,0,16,143.25,188,112,172.5,188,157,114.0,116,112,0.0,0.0,0.0,0.0,0.0,0.0
Sydney Showground Stadium,T20,62,58,3,1,0,29,29,100.0,29,29,100.0,125,16711,62,9156,61,7527,713,0,0,0,0,713,133.69,207,12,147.68,205,76,123.39,207,15,0.0,0.0,0.0,0.0,0.0,0.0
Sylhet International Cricket Stadium,ODI,7,6,1,0,0,4,4,100.0,2,2,100.0,13,3098,7,1951,6,1147,90,0,0,0,0,90,238.31,349,101,278.71,349,101,191.17,318,102,0.0,0.0,0.0,0.0,0.0,0.0
Sylhet International Cricket Stadium,T20,114,111,1,2,0,55,55,100.0,56,56,100.0,231,32526,114,17231,113,15264,1400,0,0,0,0,1400,140.81,254,6,151.15,254,37,135.08,213,33,0.0,0.0,0.0,0.0,0.0,0.0
Sylhet International Cricket Stadium,Test,6,6,0,0,0,4,4,100.0,2,2,100.0,23,6267,6,1627,6,1740,225,0,0,0,0,225,272.48,587,143,271.17,310,191,290.0,587,143,0.0,0.0,0.0,0.0,0.0,0.0
"Sylhet International Cricket Stadium, Academy Ground",T20,9,9,0,0,0,5,5,100.0,4,4,100.0,18,1743,9,1071,9,672,94,0,0,0,0,94,96.83,181,16,119.0,181,57,74.67,109,16,0.0,0.0,0.0,0.0,0.0,0.0
Sylhet Stadium,T20,29,29,0,0,0,16,16,100.0,13,13,100.0,58,7155,29,3845,29,3310,385,0,0,0,0,385,123.36,193,72,132.59,189,84,114.14,193,72,0.0,0.0,0.0,0.0,0.0,0.0
T I Murugappa Ground,T20,5,5,0,0,0,3,3,100.0,2,2,100.0,10,1155,5,662,5,493,69,0,0,0,0,69,115.5,178,66,132.4,178,84,98.6,131,66,0.0,0.0,0.0,0.0,0.0,0.0
Tafawa Balewa Square (TBS) Cricket Oval,T20,1,1,0,0,0,1,1,100.0,0,0,0.0,2,199,1,158,1,41,13,0,0,0,0,13,99.5,158,41,158.0,158,158,41.0,41,41,0.0,0.0,0.0,0.0,0.0,0.0
"Tafawa Balewa Square Cricket Oval, Lagos",T20,26,25,0,1,0,16,16,100.0,9,9,100.0,54,5120,26,3114,26,1997,387,0,0,0,0,387,94.81,271,3,119.77,271,24,76.81,127,7,0.0,0.0,0.0,0.0,0.0,0.0
Takashinga Sports Club,T20,3,3,0,0,0,2,2,100.0,1,1,100.0,6,533,3,331,3,202,32,0,0,0,0,32,88.83,143,51,110.33,143,74,67.33,76,51,0.0,0.0,0.0,0.0,0.0,0.0
"Takashinga Sports Club, Highfield, Harare",ODI,9,8,0,1,0,2,2,100.0,6,6,100.0,20,4430,9,2209,9,2183,135,0,0,0,0,135,221.5,374,8,245.44,374,167,242.56,374,168,0.0,0.0,0.0,0.0,0.0,0.0
"Takashinga Sports Club, Highfield, Harare",T20,13,13,0,0,0,8,8,100.0,5,5,100.0,26,3225,13,1793,13,1432,157,0,0,0,0,157,124.04,196,75,137.92,196,81,110.15,148,75,0.0,0.0,0.0,0.0,0.0,0.0
"TCA Oval, Blantyre",T20,22,22,0,0,0,7,7,100.0,15,15,100.0,44,5834,22,3010,22,2824,293,0,0,0,0,293,132.59,219,72,136.82,219,72,128.36,215,75,0.0,0.0,0.0,0.0,0.0,0.0
Ted Summerton Reserve,T20,2,2,0,0,0,2,2,100.0,0,0,0.0,4,564,2,330,2,234,26,0,0,0,0,26,141.0,167,111,165.0,167,163,117.0,123,111,0.0,0.0,0.0,0.0,0.0,0.0
"Ted Summerton Reserve, Moe",T20,3,2,1,0,0,1,1,100.0,1,1,100.0,6,609,3,329,3,280,27,0,0,0,0,27,101.5,179,46,109.67,179,46,93.33,173,49,0.0,0.0,0.0,0.0,0.0,0.0
Terdthai Cricket Ground,T20,18,18,0,0,0,9,9,100.0,9,9,100.0,36,3398,18,1924,18,1474,241,0,0,0,0,241,94.39,239,27,106.89,239,32,81.89,152,27,0.0,0.0,0.0,0.0,0.0,0.0
"Terdthai Cricket Ground, Bangkok",ODI,3,3,0,0,0,2,2,100.0,1,1,100.0,6,847,3,483,3,364,53,0,0,0,0,53,141.17,217,76,161.0,217,112,121.33,172,76,0.0,0.0,0.0,0.0,0.0,0.0
"Terdthai Cricket Ground, Bangkok",T20,96,94,1,1,0,50,50,100.0,44,44,100.0,193,20591,96,11577,95,8989,1233,0,0,0,0,1233,106.69,259,10,120.59,259,15,94.62,216,29,0.0,0.0,0.0,0.0,0.0,0.0
The Cooper Associates County Ground,ODI,2,2,0,0,0,1,1,100.0,1,1,100.0,4,1216,2,628,2,588,31,0,0,0,0,31,304.0,322,266,314.0,321,307,294.0,322,266,0.0,0.0,0.0,0.0,0.0,0.0
The Cooper Associates County Ground,T20,40,40,0,0,0,24,24,100.0,16,16,100.0,80,13649,40,7112,40,6537,465,0,0,0,0,465,170.61,250,71,177.8,250,102,163.43,227,71,0.0,0.0,0.0,0.0,0.0,0.0
The Cooper Associates County Ground,Test,1,0,0,0,1,0,0,0.0,0,0,0.0,3,925,1,420,1,275,24,0,0,0,0,24,308.33,420,230,420.0,420,420,275.0,275,275,0.0,0.0,0.0,0.0,0.0,0.0
"The Cooper Associates County Ground, Taunton",ODI,4,3,1,0,0,1,1,100.0,2,2,100.0,7,1174,4,641,3,533,43,0,0,0,0,43,167.71,285,29,160.25,285,29,177.67,225,109,0.0,0.0,0.0,0.0,0.0,0.0
"The Cooper Associates County Ground, Taunton",T20,73,71,1,1,0,35,35,100.0,36,36,100.0,145,23212,73,12243,72,10969,955,0,0,0,0,955,160.08,265,46,167.71,265,55,152.35,235,46,0.0,0.0,0.0,0.0,0.0,0.0
"The Cooper Associates County Ground, Taunton",Test,1,0,0,0,1,0,0,0.0,0,0,0.0,3,882,1,284,1,417,23,0,0,0,0,23,294.0,417,181,284.0,284,284,417.0,417,417,0.0,0.0,0.0,0.0,0.0,0.0
"The Green, Comber",T20,11,11,0,0,0,4,4,100.0,7,7,100.0,22,3004,11,1567,11,1437,141,0,0,0,0,141,136.55,206,72,142.45,206,72,130.64,190,74,0.0,0.0,0.0,0.0,0.0,0.0
The Hills Cricket Club Ground,ODI,1,1,0,0,0,0,0,0.0,1,1,100.0,2,289,1,143,1,146,13,0,0,0,0,13,144.5,146,143,143.0,143,143,146.0,146,146,0.0,0.0,0.0,0.0,0.0,0.0
The Kent County Cricket Ground,T20,6,6,0,0,0,2,2,100.0,4,4,100.0,12,2081,6,1049,6,1032,74,0,0,0,0,74,173.42,210,135,174.83,210,135,172.0,207,138,0.0,0.0,0.0,0.0,0.0,0.0
The Rose Bowl,ODI,27,26,1,0,0,12,12,100.0,14,14,100.0,53,12460,27,6773,26,5687,345,0,0,0,0,345,235.09,373,29,250.85,373,29,218.73,361,66,0.0,0.0,0.0,0.0,0.0,0.0
The Rose Bowl,T20,52,50,1,1,0,32,32,100.0,18,18,100.0,103,15441,52,8285,51,7156,648,0,0,0,0,648,149.91,248,69,159.33,248,72,140.31,209,69,0.0,0.0,0.0,0.0,0.0,0.0
The Rose Bowl,Test,6,3,0,0,3,2,2,100.0,1,1,100.0,20,5575,6,2022,6,1681,166,0,0,0,0,166,278.75,583,110,337.0,583,184,280.17,377,110,0.0,0.0,0.0,0.0,0.0,0.0
"The Rose Bowl, Southampton",ODI,5,5,0,0,0,3,3,100.0,2,2,100.0,10,2287,5,1353,5,934,68,0,0,0,0,68,228.7,414,72,270.6,414,173,186.8,279,72,0.0,0.0,0.0,0.0,0.0,0.0
"The Rose Bowl, Southampton",T20,136,132,2,2,0,70,70,100.0,62,62,100.0,271,38541,136,20436,135,18105,1649,0,0,0,0,1649,142.22,257,21,150.26,257,63,134.11,212,21,0.0,0.0,0.0,0.0,0.0,0.0
"The Rose Bowl, Southampton",Test,1,1,0,0,0,0,0,0.0,1,1,100.0,4,776,1,217,1,249,32,0,0,0,0,32,194.0,249,140,217.0,217,217,249.0,249,249,0.0,0.0,0.0,0.0,0.0,0.0
"The Royal & Sun Alliance County Ground, Bristol",ODI,1,1,0,0,0,0,0,0.0,1,1,100.0,2,187,1,92,1,95,14,0,0,0,0,14,93.5,95,92,92.0,92,92,95.0,95,95,0.0,0.0,0.0,0.0,0.0,0.0
"The Village, Malahide",ODI,11,10,1,0,0,2,2,100.0,8,8,100.0,21,4826,11,2597,10,2229,136,0,0,0,0,136,229.81,377,56,236.09,377,56,222.9,331,82,0.0,0.0,0.0,0.0,0.0,0.0
"The Village, Malahide",T20,10,10,0,0,0,4,4,100.0,6,6,100.0,20,3004,10,1636,10,1368,134,0,0,0,0,134,150.2,252,70,163.6,252,93,136.8,194,70,0.0,0.0,0.0,0.0,0.0,0.0
"The Village, Malahide",Test,1,1,0,0,0,1,1,100.0,0,0,0.0,4,939,1,310,1,130,34,0,0,0,0,34,234.75,339,130,310.0,310,310,130.0,130,130,0.0,0.0,0.0,0.0,0.0,0.0
"The Village, Malahide, Dublin",ODI,6,5,1,0,0,3,3,100.0,2,2,100.0,11,3113,6,1707,5,1406,83,0,0,0,0,83,283.0,360,195,284.5,360,195,281.2,359,219,0.0,0.0,0.0,0.0,0.0,0.0
"The Village, Malahide, Dublin",T20,9,9,0,0,0,3,3,100.0,6,6,100.0,18,2644,9,1342,9,1302,97,0,0,0,0,97,146.89,225,101,149.11,225,101,144.67,221,110,0.0,0.0,0.0,0.0,0.0,0.0
The Vineyard,ODI,1,1,0,0,0,1,1,100.0,0,0,0.0,2,530,1,418,1,112,20,0,0,0,0,20,265.0,418,112,418.0,418,418,112.0,112,112,0.0,0.0,0.0,0.0,0.0,0.0
The Wanderers Stadium,ODI,7,7,0,0,0,2,2,100.0,5,5,100.0,14,3184,7,1757,7,1427,95,0,0,0,0,95,227.43,341,103,251.0,341,164,203.86,324,103,0.0,0.0,0.0,0.0,0.0,0.0
The Wanderers Stadium,T20,5,5,0,0,0,4,4,100.0,1,1,100.0,10,1634,5,918,5,716,67,0,0,0,0,67,163.4,203,89,183.6,203,133,143.2,181,89,0.0,0.0,0.0,0.0,0.0,0.0
The Wanderers Stadium,Test,9,9,0,0,0,6,6,100.0,3,3,100.0,36,8560,9,2391,9,1743,331,0,0,0,0,331,237.78,488,67,265.67,488,119,193.67,302,84,0.0,0.0,0.0,0.0,0.0,0.0
"The Wanderers Stadium, Johannesburg",ODI,10,8,1,1,0,4,4,100.0,4,4,100.0,22,4248,10,2375,10,1831,154,0,0,0,0,154,193.09,370,17,237.5,370,116,183.1,271,87,0.0,0.0,0.0,0.0,0.0,0.0
"The Wanderers Stadium, Johannesburg",T20,40,36,3,1,0,19,19,100.0,17,17,100.0,79,12213,40,6810,37,5390,485,0,0,0,0,485,154.59,283,5,170.25,283,78,145.68,213,79,0.0,0.0,0.0,0.0,0.0,0.0
"The Wanderers Stadium, Johannesburg",Test,2,2,0,0,0,1,1,100.0,1,1,100.0,8,1938,2,522,2,480,73,0,0,0,0,73,242.25,321,106,261.0,320,202,240.0,251,229,0.0,0.0,0.0,0.0,0.0,0.0
"Three Ws Oval, Cave Hill, Barbados",ODI,3,3,0,0,0,2,2,100.0,1,1,100.0,6,1389,3,819,3,570,49,0,0,0,0,49,231.5,309,121,273.0,309,232,190.0,269,121,0.0,0.0,0.0,0.0,0.0,0.0
"Three Ws Oval, Cave Hill, Barbados",T20,3,3,0,0,0,1,1,100.0,2,2,100.0,6,840,3,443,3,397,32,0,0,0,0,32,140.0,183,113,147.67,183,113,132.33,148,116,0.0,0.0,0.0,0.0,0.0,0.0
Tikkurila Cricket Ground,T20,34,34,0,0,0,22,22,100.0,12,12,100.0,68,7953,34,4722,34,3231,502,0,0,0,0,502,116.96,232,24,138.88,232,35,95.03,164,24,0.0,0.0,0.0,0.0,0.0,0.0
Titwood,ODI,1,1,0,0,0,0,0,0.0,1,1,100.0,2,415,1,203,1,212,12,0,0,0,0,12,207.5,212,203,203.0,203,203,212.0,212,212,0.0,0.0,0.0,0.0,0.0,0.0
"Titwood, Glasgow",ODI,3,3,0,0,0,0,0,0.0,3,3,100.0,6,982,3,487,3,495,41,0,0,0,0,41,163.67,219,128,162.33,215,128,165.0,219,130,0.0,0.0,0.0,0.0,0.0,0.0
"Titwood, Glasgow",T20,6,5,0,1,0,3,3,100.0,2,2,100.0,18,1943,6,974,6,891,97,0,0,0,0,97,107.94,198,0,162.33,198,97,148.5,181,98,0.0,0.0,0.0,0.0,0.0,0.0
Tolerance Oval,T20,9,9,0,0,0,4,4,100.0,5,5,100.0,18,2137,9,1141,9,996,118,0,0,0,0,118,118.72,183,71,126.78,183,71,110.67,148,72,0.0,0.0,0.0,0.0,0.0,0.0
"Tolerance Oval, Abu Dhabi",T20,20,20,0,0,0,10,10,100.0,10,10,100.0,40,4384,20,2467,20,1917,236,0,0,0,0,236,109.6,172,51,123.35,172,62,95.85,169,51,0.0,0.0,0.0,0.0,0.0,0.0
Tony Ireland Stadium,T20,2,2,0,0,0,2,2,100.0,0,0,0.0,4,406,2,212,2,194,32,0,0,0,0,32,101.5,116,89,106.0,116,96,97.0,105,89,0.0,0.0,0.0,0.0,0.0,0.0
"Tony Ireland Stadium, Townsville",ODI,2,2,0,0,0,0,0,0.0,2,2,100.0,4,597,2,296,2,301,27,0,0,0,0,27,149.25,201,96,148.0,200,96,150.5,201,100,0.0,0.0,0.0,0.0,0.0,0.0
"Toronto Cricket, Skating and Curling Club",ODI,1,1,0,0,0,0,0,0.0,1,1,100.0,2,338,1,175,1,163,13,0,0,0,0,13,169.0,175,163,175.0,175,175,163.0,163,163,0.0,0.0,0.0,0.0,0.0,0.0
Traeger Park,T20,6,6,0,0,0,3,3,100.0,3,3,100.0,12,1347,6,713,6,634,86,0,0,0,0,86,112.25,144,76,118.83,140,87,105.67,144,76,0.0,0.0,0.0,0.0,0.0,0.0
"Trafalgar Road Ground, Southport",T20,1,1,0,0,0,0,0,0.0,1,1,100.0,2,146,1,72,1,74,14,0,0,0,0,14,73.0,74,72,72.0,72,72,74.0,74,74,0.0,0.0,0.0,0.0,0.0,0.0
Trent Bridge,ODI,23,21,1,1,0,8,8,100.0,13,13,100.0,45,11171,23,5950,22,5221,305,0,0,0,0,305,248.24,481,21,258.7,481,21,237.32,350,85,0.0,0.0,0.0,0.0,0.0,0.0
Trent Bridge,T20,62,61,0,1,0,34,34,100.0,27,27,100.0,124,19620,62,10339,62,9281,764,0,0,0,0,764,158.23,227,52,166.76,227,111,149.69,225,52,0.0,0.0,0.0,0.0,0.0,0.0
Trent Bridge,Test,11,10,0,0,1,7,7,100.0,3,3,100.0,41,11350,11,3134,11,3264,387,0,0,0,0,387,276.83,544,60,284.91,457,60,296.73,496,123,0.0,0.0,0.0,0.0,0.0,0.0
"Trent Bridge, Nottingham",ODI,4,4,0,0,0,2,2,100.0,2,2,100.0,8,2180,4,1133,4,1047,60,0,0,0,0,60,272.5,334,191,283.25,334,191,261.75,317,195,0.0,0.0,0.0,0.0,0.0,0.0
"Trent Bridge, Nottingham",T20,110,105,4,1,0,52,52,100.0,53,53,100.0,216,31475,110,16545,106,14930,1372,0,0,0,0,1372,145.72,261,16,150.41,261,16,140.85,229,61,0.0,0.0,0.0,0.0,0.0,0.0
"Trent Bridge, Nottingham",Test,8,7,0,0,1,6,6,100.0,1,1,100.0,31,9947,8,3550,8,2936,286,0,0,0,0,286,320.87,565,52,443.75,565,183,367.0,539,218,0.0,0.0,0.0,0.0,0.0,0.0
Tribhuvan University International Cricket Ground,ODI,6,6,0,0,0,3,3,100.0,3,3,100.0,12,2178,6,1160,6,1018,91,0,0,0,0,91,181.5,276,35,193.33,276,35,169.67,250,36,0.0,0.0,0.0,0.0,0.0,0.0
Tribhuvan University International Cricket Ground,T20,4,4,0,0,0,2,2,100.0,2,2,100.0,8,1000,4,610,4,390,44,0,0,0,0,44,125.0,236,79,152.5,236,94,97.5,118,79,0.0,0.0,0.0,0.0,0.0,0.0
"Tribhuvan University International Cricket Ground, Kirtipur",ODI,40,40,0,0,0,18,18,100.0,22,22,100.0,80,17302,40,9217,40,8085,620,0,0,0,0,620,216.28,321,71,230.43,321,95,202.12,287,71,0.0,0.0,0.0,0.0,0.0,0.0
"Tribhuvan University International Cricket Ground, Kirtipur",T20,125,121,1,3,0,63,63,100.0,58,58,100.0,253,34759,125,18509,124,16196,1694,0,0,0,0,1694,137.39,247,5,148.07,247,81,130.61,209,51,0.0,0.0,0.0,0.0,0.0,0.0
Turf City B Cricket Ground,T20,1,1,0,0,0,0,0,0.0,1,1,100.0,2,103,1,51,1,52,10,0,0,0,0,10,51.5,52,51,51.0,51,51,52.0,52,52,0.0,0.0,0.0,0.0,0.0,0.0
Udayana Cricket Ground,T20,98,95,2,1,0,37,37,100.0,58,58,100.0,197,21475,98,12197,97,9259,1167,0,0,0,0,1167,109.01,246,9,124.46,246,18,95.45,176,14,0.0,0.0,0.0,0.0,0.0,0.0
"UKM-YSD Cricket Oval, Bangi",T20,40,37,3,0,0,15,15,100.0,22,22,100.0,77,7426,40,4175,37,3251,461,0,0,0,0,461,96.44,223,26,104.38,223,26,87.86,182,34,0.0,0.0,0.0,0.0,0.0,0.0
United Cricket Club Ground,T20,9,9,0,0,0,6,6,100.0,3,3,100.0,18,2018,9,1286,9,732,103,0,0,0,0,103,112.11,240,50,142.89,240,50,81.33,116,51,0.0,0.0,0.0,0.0,0.0,0.0
"United Cricket Club Ground, Windhoek",ODI,16,15,1,0,0,6,6,100.0,9,9,100.0,32,6803,16,3676,16,3127,236,0,0,0,0,236,212.59,339,4,229.75,339,106,195.44,316,4,0.0,0.0,0.0,0.0,0.0,0.0
"United Cricket Club Ground, Windhoek",T20,25,25,0,0,0,10,10,100.0,15,15,100.0,50,5855,25,3117,25,2738,313,0,0,0,0,313,117.1,217,50,124.68,217,68,109.52,178,50,0.0,0.0,0.0,0.0,0.0,0.0
University of Dar-es-Salaam Ground,T20,8,7,1,0,0,2,2,100.0,5,5,100.0,15,944,8,543,7,401,90,0,0,0,0,90,62.93,133,18,67.88,133,18,57.29,88,19,0.0,0.0,0.0,0.0,0.0,0.0
University of Doha for Science and Technology,T20,13,13,0,0,0,7,7,100.0,6,6,100.0,26,3685,13,2046,13,1639,178,0,0,0,0,178,141.73,200,37,157.38,197,102,126.08,200,37,0.0,0.0,0.0,0.0,0.0,0.0
University of Lagos Cricket Oval,T20,8,8,0,0,0,5,5,100.0,3,3,100.0,16,1722,8,1004,8,718,116,0,0,0,0,116,107.62,185,55,125.5,185,84,89.75,125,55,0.0,0.0,0.0,0.0,0.0,0.0
"University of Tasmania Stadium, Launceston",T20,5,5,0,0,0,4,4,100.0,1,1,100.0,10,1446,5,787,5,659,68,0,0,0,0,68,144.6,186,88,157.4,186,120,131.8,164,88,0.0,0.0,0.0,0.0,0.0,0.0
University Oval,ODI,11,11,0,0,0,5,5,100.0,6,6,100.0,22,4853,11,2713,11,2140,171,0,0,0,0,171,220.59,360,74,246.64,360,131,194.55,339,74,0.0,0.0,0.0,0.0,0.0,0.0
University Oval,T20,16,14,2,0,0,5,5,100.0,9,9,100.0,30,4622,16,2460,14,2162,159,0,0,0,0,159,154.07,223,55,153.75,223,55,154.43,215,105,0.0,0.0,0.0,0.0,0.0,0.0
University Oval,Test,7,3,0,0,4,2,2,100.0,1,1,100.0,26,7605,7,2319,7,2270,215,0,0,0,0,215,292.5,609,39,331.29,609,137,324.29,460,213,0.0,0.0,0.0,0.0,0.0,0.0
"University Oval, Dunedin",ODI,7,7,0,0,0,5,5,100.0,2,2,100.0,14,2690,7,1570,7,1120,102,0,0,0,0,102,192.14,354,102,224.29,354,102,160.0,218,103,0.0,0.0,0.0,0.0,0.0,0.0
"University Oval, Dunedin",T20,39,35,3,1,0,11,11,100.0,24,24,100.0,76,10897,39,5693,37,5204,425,0,0,0,0,425,143.38,231,25,145.97,231,36,140.65,204,25,0.0,0.0,0.0,0.0,0.0,0.0
"University Oval, Hobart",T20,2,2,0,0,0,1,1,100.0,1,1,100.0,4,566,2,286,2,280,21,0,0,0,0,21,141.5,147,133,143.0,144,142,140.0,147,133,0.0,0.0,0.0,0.0,0.0,0.0
Uxbridge Cricket Club Ground,T20,6,6,0,0,0,3,3,100.0,3,3,100.0,12,1991,6,1065,6,926,73,0,0,0,0,73,165.92,207,100,177.5,207,160,154.33,186,100,0.0,0.0,0.0,0.0,0.0,0.0
Vanuatu Cricket Ground,T20,10,10,0,0,0,5,5,100.0,5,5,100.0,20,1723,10,997,10,726,119,0,0,0,0,119,86.15,167,46,99.7,167,61,72.6,95,46,0.0,0.0,0.0,0.0,0.0,0.0
Vanuatu Cricket Ground (Oval 2),T20,8,8,0,0,0,3,3,100.0,5,5,100.0,16,1232,8,654,8,578,96,0,0,0,0,96,77.0,152,49,81.75,152,49,72.25,104,53,0.0,0.0,0.0,0.0,0.0,0.0
"Vassil Levski National Sports Academy, Sofia",T20,19,19,0,0,0,8,8,100.0,11,11,100.0,38,5837,19,3120,19,2717,234,0,0,0,0,234,153.61,244,55,164.21,243,73,143.0,244,55,0.0,0.0,0.0,0.0,0.0,0.0
VCA Ground,T20,7,7,0,0,0,3,3,100.0,4,4,100.0,14,1752,7,934,7,818,87,0,0,0,0,87,125.14,185,82,133.43,185,95,116.86,152,82,0.0,0.0,0.0,0.0,0.0,0.0
"Velden Cricket Ground, Latschach",T20,9,9,0,0,0,5,5,100.0,4,4,100.0,18,2925,9,1541,9,1384,131,0,0,0,0,131,162.5,216,80,171.22,215,144,153.78,216,80,0.0,0.0,0.0,0.0,0.0,0.0
Vidarbha C.A. Ground,ODI,1,1,0,0,0,1,1,100.0,0,0,0.0,2,548,1,350,1,198,16,0,0,0,0,16,274.0,350,198,350.0,350,350,198.0,198,198,0.0,0.0,0.0,0.0,0.0,0.0
Vidarbha C.A. Ground,Test,1,0,0,0,1,0,0,0.0,0,0,0.0,4,1273,1,393,1,323,29,0,0,0,0,29,318.25,393,260,393.0,393,393,323.0,323,323,0.0,0.0,0.0,0.0,0.0,0.0
Vidarbha Cricket Association Ground,ODI,1,1,0,0,0,1,1,100.0,0,0,0.0,2,616,1,317,1,299,15,0,0,0,0,15,308.0,317,299,317.0,317,317,299.0,299,299,0.0,0.0,0.0,0.0,0.0,0.0
"Vidarbha Cricket Association Stadium, Jamtha",ODI,11,11,0,0,0,3,3,100.0,8,8,100.0,22,5541,11,2903,11,2638,155,0,0,0,0,155,251.86,354,113,263.91,354,113,239.82,351,117,0.0,0.0,0.0,0.0,0.0,0.0
"Vidarbha Cricket Association Stadium, Jamtha",T20,22,22,0,0,0,11,11,100.0,11,11,100.0,44,5973,22,3121,22,2852,301,0,0,0,0,301,135.75,215,78,141.86,215,101,129.64,186,78,0.0,0.0,0.0,0.0,0.0,0.0
"Vidarbha Cricket Association Stadium, Jamtha",Test,6,5,0,0,1,3,3,100.0,2,2,100.0,20,5985,6,1942,6,2169,183,0,0,0,0,183,299.25,610,79,323.67,558,193,361.5,610,79,0.0,0.0,0.0,0.0,0.0,0.0
"Vidarbha Cricket Association Stadium, Jamtha, Nagpur",ODI,1,1,0,0,0,0,0,0.0,1,1,100.0,2,499,1,248,1,251,16,0,0,0,0,16,249.5,251,248,248.0,248,248,251.0,251,251,0.0,0.0,0.0,0.0,0.0,0.0
"Vidarbha Cricket Association Stadium, Jamtha, Nagpur",T20,2,2,0,0,0,1,1,100.0,1,1,100.0,4,610,2,328,2,282,23,0,0,0,0,23,152.5,238,90,164.0,238,90,141.0,190,92,0.0,0.0,0.0,0.0,0.0,0.0
"Vidarbha Cricket Association Stadium, Jamtha, Nagpur",Test,1,1,0,0,0,0,0,0.0,1,1,100.0,3,668,1,177,1,400,30,0,0,0,0,30,222.67,400,91,177.0,177,177,400.0,400,400,0.0,0.0,0.0,0.0,0.0,0.0
VRA Cricket Ground,ODI,2,1,1,0,0,1,1,100.0,0,0,0.0,3,494,2,367,1,127,23,0,0,0,0,23,164.67,192,127,183.5,192,175,127.0,127,127,0.0,0.0,0.0,0.0,0.0,0.0
